formula,original_formula,thermal_expansion,li ion conductivity
Li0.1282Ni0.0513Mn0.0256Ti0.0256P0.1538O0.6154,Li2.5Ni1.0Mn0.5Ti0.5P3O12,13.373692,0.264330933073372
Li0.1282Ni0.0598Mn0.0171Ti0.0256P0.1538O0.6154,Li2.5Ni1.1667Mn0.3333Ti0.5P3O12,13.373692,0.2168790698619046
Li0.1282Ni0.0684Mn0.0085Ti0.0256P0.1538O0.6154,Li2.5Ni1.3333Mn0.1667Ti0.5P3O12,13.441338,0.13739175528096792
Li0.1282Ni0.0769Mn0.0000Ti0.0256P0.1538O0.6154,Li2.5Ni1.5Mn0.0Ti0.5P3O12,13.441338,
Li0.1356Ni0.0000Mn0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.0Mn1.6667Ti0.3333P3O12,7.480082,
Li0.1356Ni0.0085Mn0.0763Ti0.0169P0.1525O0.6102,Li2.6667Ni0.1667Mn1.5Ti0.3333P3O12,7.5443654,0.40680135516019017
Li0.1356Ni0.0254Mn0.0593Ti0.0169P0.1525O0.6102,Li2.6667Ni0.5Mn1.1667Ti0.3333P3O12,12.744197,0.8473273660494631
Li0.1356Ni0.0339Mn0.0508Ti0.0169P0.1525O0.6102,Li2.6667Ni0.6667Mn1.0Ti0.3333P3O12,12.744197,0.9926221726460265
Li0.1356Ni0.0508Mn0.0339Ti0.0169P0.1525O0.6102,Li2.6667Ni1.0Mn0.6667Ti0.3333P3O12,13.373692,0.33492101446323347
Li0.1356Ni0.0593Mn0.0254Ti0.0169P0.1525O0.6102,Li2.6667Ni1.1667Mn0.5Ti0.3333P3O12,13.373692,0.29999858548870384
Li0.1356Ni0.0763Mn0.0085Ti0.0169P0.1525O0.6102,Li2.6667Ni1.5Mn0.1667Ti0.3333P3O12,13.441338,0.16478593365783478
Li0.1356Ni0.0847Mn0.0000Ti0.0169P0.1525O0.6102,Li2.6667Ni1.6667Mn0.0Ti0.3333P3O12,13.38264,
Li0.1429Ni0.0000Mn0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.0Mn1.8333Ti0.1667P3O12,9.358569,
Li0.1429Ni0.0168Mn0.0756Ti0.0084P0.1513O0.6050,Li2.8333Ni0.3333Mn1.5Ti0.1667P3O12,9.4228525,0.7600409007834433
Li0.1429Ni0.0252Mn0.0672Ti0.0084P0.1513O0.6050,Li2.8333Ni0.5Mn1.3333Ti0.1667P3O12,12.842929,0.9513830462989753
Li0.1429Ni0.0420Mn0.0504Ti0.0084P0.1513O0.6050,Li2.8333Ni0.8333Mn1.0Ti0.1667P3O12,12.887455,1.2053160536931447
Li0.1429Ni0.0504Mn0.0420Ti0.0084P0.1513O0.6050,Li2.8333Ni1.0Mn0.8333Ti0.1667P3O12,12.522171,0.43447898878482755
Li0.1429Ni0.0672Mn0.0252Ti0.0084P0.1513O0.6050,Li2.8333Ni1.3333Mn0.5Ti0.1667P3O12,15.393118,0.3753543324622227
Li0.1429Ni0.0756Mn0.0168Ti0.0084P0.1513O0.6050,Li2.8333Ni1.5Mn0.3333Ti0.1667P3O12,15.393118,0.3198281367713554
Li0.1429Ni0.0924Mn0.0000Ti0.0084P0.1513O0.6050,Li2.8333Ni1.8333Mn0.0Ti0.1667P3O12,15.33442,
Li0.1500Ni0.0000Mn0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.0Mn2.0Ti0.0P3O12,12.704627,
Li0.1500Ni0.0083Mn0.0917Ti0.0000P0.1500O0.6000,Li3.0Ni0.1667Mn1.8333Ti0.0P3O12,12.704627,
Li0.1500Ni0.0167Mn0.0833Ti0.0000P0.1500O0.6000,Li3.0Ni0.3333Mn1.6667Ti0.0P3O12,12.704627,
Li0.1500Ni0.0250Mn0.0750Ti0.0000P0.1500O0.6000,Li3.0Ni0.5Mn1.5Ti0.0P3O12,16.188984,
Li0.1500Ni0.0333Mn0.0667Ti0.0000P0.1500O0.6000,Li3.0Ni0.6667Mn1.3333Ti0.0P3O12,16.188984,
Li0.1500Ni0.0417Mn0.0583Ti0.0000P0.1500O0.6000,Li3.0Ni0.8333Mn1.1667Ti0.0P3O12,16.233511,
Li0.1500Ni0.0500Mn0.0500Ti0.0000P0.1500O0.6000,Li3.0Ni1.0Mn1.0Ti0.0P3O12,16.233511,
Li0.1500Ni0.0583Mn0.0417Ti0.0000P0.1500O0.6000,Li3.0Ni1.1667Mn0.8333Ti0.0P3O12,15.86823,
Li0.1500Ni0.0667Mn0.0333Ti0.0000P0.1500O0.6000,Li3.0Ni1.3333Mn0.6667Ti0.0P3O12,18.739172,
Li0.1500Ni0.0750Mn0.0250Ti0.0000P0.1500O0.6000,Li3.0Ni1.5Mn0.5Ti0.0P3O12,18.739172,
Li0.1500Ni0.0833Mn0.0167Ti0.0000P0.1500O0.6000,Li3.0Ni1.6667Mn0.3333Ti0.0P3O12,18.680473,
Li0.1500Ni0.0917Mn0.0083Ti0.0000P0.1500O0.6000,Li3.0Ni1.8333Mn0.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Mn0.0000Ti0.0000P0.1500O0.6000,Li3.0Ni2.0Mn0.0Ti0.0P3O12,18.680473,
Li0.0556Ni0.0000Ti0.1111P0.1667O0.6667,Li1.0Ni0.0Ni0.0Ti2.0P3O12,7.7087817,
Li0.0642Ni0.0092Ti0.1009P0.1651O0.6605,Li1.1667Ni0.0Ni0.1667Ti1.8333P3O12,7.7087817,0.15181134080733177
Li0.0642Ni0.0092Ti0.1009P0.1651O0.6605,Li1.1667Ni0.1667Ni0.0Ti1.8333P3O12,7.7087817,
Li0.0727Ni0.0182Ti0.0909P0.1636O0.6545,Li1.3333Ni0.0Ni0.3333Ti1.6667P3O12,7.7087817,0.31390365317556396
Li0.0727Ni0.0182Ti0.0909P0.1636O0.6545,Li1.3333Ni0.3333Ni0.0Ti1.6667P3O12,7.7087817,
Li0.0811Ni0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.0Ni0.5Ti1.5P3O12,12.950637,0.4577793666956256
Li0.0811Ni0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.1667Ni0.3333Ti1.5P3O12,12.950637,0.3092248795317105
Li0.0811Ni0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.3333Ni0.1667Ti1.5P3O12,12.950637,0.15037537175382285
Li0.0811Ni0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.5Ni0.0Ti1.5P3O12,12.950637,
Li0.0893Ni0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.0Ni0.6667Ti1.3333P3O12,13.329165,0.5895490881713105
Li0.0893Ni0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.1667Ni0.5Ti1.3333P3O12,13.329165,0.452176273086796
Li0.0893Ni0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.5Ni0.1667Ti1.3333P3O12,13.329165,0.14895151334551884
Li0.0893Ni0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.6667Ni0.0Ti1.3333P3O12,13.329165,
Li0.0973Ni0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.0Ni0.8333Ti1.1667P3O12,13.373692,0.695040737400765
Li0.0973Ni0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.3333Ni0.5Ti1.1667P3O12,13.373692,0.4450415351357591
Li0.0973Ni0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.5Ni0.3333Ti1.1667P3O12,13.373692,0.3016258675110207
Li0.0973Ni0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.8333Ni0.0Ti1.1667P3O12,13.373692,
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.0Ni1.0Ti1.0P3O12,13.373692,0.0004324451343365848
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.1667Ni0.8333Ti1.0P3O12,13.373692,0.6862804035968324
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.3333Ni0.6667Ti1.0P3O12,13.373692,0.5733675418011541
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.5Ni0.5Ti1.0P3O12,13.373692,0.43946332774933367
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.6667Ni0.3333Ti1.0P3O12,13.373692,0.2971110122644047
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.8333Ni0.1667Ti1.0P3O12,13.373692,0.14755101895878908
Li0.1053Ni0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni1.0Ni0.0Ti1.0P3O12,13.373692,
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.0Ni1.1667Ti0.8333P3O12,13.441338,0.05232910705589378
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.1667Ni1.0Ti0.8333P3O12,13.441338,0.05205004711928644
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.5Ni0.6667Ti0.8333P3O12,13.441338,0.45678575621373474
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.6667Ni0.5Ti0.8333P3O12,13.441338,0.40967178673225746
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni1.0Ni0.1667Ti0.8333P3O12,13.441338,0.19790187094340095
Li0.1130Ni0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni1.1667Ni0.0Ti0.8333P3O12,13.441338,
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.0Ni1.3333Ti0.6667P3O12,13.441338,0.04106185887122109
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.3333Ni1.0Ti0.6667P3O12,13.441338,0.0406568493016624
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.5Ni0.8333Ti0.6667P3O12,13.441338,0.5085820815821833
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.8333Ni0.5Ti0.6667P3O12,13.441338,0.42777728324256903
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni1.0Ni0.3333Ti0.6667P3O12,13.441338,0.35204849171020774
Li0.1207Ni0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni1.3333Ni0.0Ti0.6667P3O12,13.441338,
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.0Ni1.5Ti0.5P3O12,13.441338,0.02983635391116384
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.1667Ni1.3333Ti0.5P3O12,13.441338,0.029627105501262067
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.3333Ni1.1667Ti0.5P3O12,13.441338,0.0294630929585324
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.5Ni1.0Ti0.5P3O12,13.441338,0.029343965676635744
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.6667Ni0.8333Ti0.5P3O12,13.441338,0.5314570334491484
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.8333Ni0.6667Ti0.5P3O12,13.441338,0.4987239687741418
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni1.0Ni0.5Ti0.5P3O12,13.441338,0.4444062724070174
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni1.1667Ni0.3333Ti0.5P3O12,13.441338,0.3713903849892687
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni1.3333Ni0.1667Ti0.5P3O12,13.441338,0.21985320798307706
Li0.1282Ni0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni1.5Ni0.0Ti0.5P3O12,13.441338,
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.0Ni1.6667Ti0.3333P3O12,13.38264,0.019334845852490463
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.1667Ni1.5Ti0.3333P3O12,13.38264,0.01922439038511703
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.5Ni1.1667Ti0.3333P3O12,13.38264,0.019025829697247715
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.6667Ni1.0Ti0.3333P3O12,13.38264,0.018950193111743986
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni1.0Ni0.6667Ti0.3333P3O12,13.38264,0.532250917803175
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni1.1667Ni0.5Ti0.3333P3O12,13.38264,0.4741129992648146
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni1.5Ni0.1667Ti0.3333P3O12,13.38264,0.2398413494292576
Li0.1356Ni0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni1.6667Ni0.0Ti0.3333P3O12,13.38264,
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.0Ni1.8333Ti0.1667P3O12,15.33442,0.009449701519543253
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.3333Ni1.5Ti0.1667P3O12,15.33442,0.00932576786739324
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.5Ni1.3333Ti0.1667P3O12,15.33442,0.009277930095365317
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.8333Ni1.0Ti0.1667P3O12,15.33442,0.009196247457912044
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni1.0Ni0.8333Ti0.1667P3O12,15.33442,0.6455704990489971
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni1.3333Ni0.5Ti0.1667P3O12,15.33442,0.5463774916259628
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni1.5Ni0.3333Ti0.1667P3O12,15.33442,0.4557325022445122
Li0.1429Ni0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni1.8333Ni0.0Ti0.1667P3O12,15.33442,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.0Ni2.0Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.1667Ni1.8333Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.3333Ni1.6667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.5Ni1.5Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.6667Ni1.3333Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.8333Ni1.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.0Ni1.0Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.1667Ni0.8333Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.3333Ni0.6667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.5Ni0.5Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.6667Ni0.3333Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni1.8333Ni0.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni2.0Ni0.0Ti0.0P3O12,18.680473,
Li0.0556Ni0.0000Sb0.0000Ti0.1111P0.1667O0.6667,Li1.0Ni0.0Sb0.0Ti2.0P3O12,7.7087817,
Li0.0642Ni0.0000Sb0.0092Ti0.1009P0.1651O0.6605,Li1.1667Ni0.0Sb0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Ni0.0092Sb0.0000Ti0.1009P0.1651O0.6605,Li1.1667Ni0.1667Sb0.0Ti1.8333P3O12,7.7087817,
Li0.0727Ni0.0000Sb0.0182Ti0.0909P0.1636O0.6545,Li1.3333Ni0.0Sb0.3333Ti1.6667P3O12,8.6522875,
Li0.0727Ni0.0182Sb0.0000Ti0.0909P0.1636O0.6545,Li1.3333Ni0.3333Sb0.0Ti1.6667P3O12,7.7087817,
Li0.0811Ni0.0000Sb0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.0Sb0.5Ti1.5P3O12,8.677033,
Li0.0811Ni0.0090Sb0.0180Ti0.0811P0.1622O0.6486,Li1.5Ni0.1667Sb0.3333Ti1.5P3O12,8.69431,0.008934412852068719
Li0.0811Ni0.0180Sb0.0090Ti0.0811P0.1622O0.6486,Li1.5Ni0.3333Sb0.1667Ti1.5P3O12,7.750805,0.02077940711679951
Li0.0811Ni0.0270Sb0.0000Ti0.0811P0.1622O0.6486,Li1.5Ni0.5Sb0.0Ti1.5P3O12,12.950637,
Li0.0893Ni0.0000Sb0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.0Sb0.6667Ti1.3333P3O12,9.055562,
Li0.0893Ni0.0089Sb0.0268Ti0.0714P0.1607O0.6429,Li1.6667Ni0.1667Sb0.5Ti1.3333P3O12,9.055562,0.0073466579638977484
Li0.0893Ni0.0268Sb0.0089Ti0.0714P0.1607O0.6429,Li1.6667Ni0.5Sb0.1667Ti1.3333P3O12,13.329165,0.02702214250724151
Li0.0893Ni0.0357Sb0.0000Ti0.0714P0.1607O0.6429,Li1.6667Ni0.6667Sb0.0Ti1.3333P3O12,13.329165,
Li0.0973Ni0.0000Sb0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.0Sb0.8333Ti1.1667P3O12,9.055562,
Li0.0973Ni0.0177Sb0.0265Ti0.0619P0.1593O0.6372,Li1.8333Ni0.3333Sb0.5Ti1.1667P3O12,9.055562,0.012096393523911697
Li0.0973Ni0.0265Sb0.0177Ti0.0619P0.1593O0.6372,Li1.8333Ni0.5Sb0.3333Ti1.1667P3O12,14.272666,0.01831266619003924
Li0.0973Ni0.0442Sb0.0000Ti0.0619P0.1593O0.6372,Li1.8333Ni0.8333Sb0.0Ti1.1667P3O12,13.373692,
Li0.1053Ni0.0000Sb0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.0Sb1.0Ti1.0P3O12,9.055562,
Li0.1053Ni0.0088Sb0.0439Ti0.0526P0.1579O0.6316,Li2.0Ni0.1667Sb0.8333Ti1.0P3O12,9.055562,0.005788354512742099
Li0.1053Ni0.0175Sb0.0351Ti0.0526P0.1579O0.6316,Li2.0Ni0.3333Sb0.6667Ti1.0P3O12,9.055562,0.010524986925196341
Li0.1053Ni0.0263Sb0.0263Ti0.0526P0.1579O0.6316,Li2.0Ni0.5Sb0.5Ti1.0P3O12,14.255389,0.01552158576693445
Li0.1053Ni0.0351Sb0.0175Ti0.0526P0.1579O0.6316,Li2.0Ni0.6667Sb0.3333Ti1.0P3O12,14.272666,0.021845339927558147
Li0.1053Ni0.0439Sb0.0088Ti0.0526P0.1579O0.6316,Li2.0Ni0.8333Sb0.1667Ti1.0P3O12,13.373692,0.03589560793274786
Li0.1053Ni0.0526Sb0.0000Ti0.0526P0.1579O0.6316,Li2.0Ni1.0Sb0.0Ti1.0P3O12,13.373692,
Li0.1130Ni0.0000Sb0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.0Sb1.1667Ti0.8333P3O12,9.055562,
Li0.1130Ni0.0087Sb0.0522Ti0.0435P0.1565O0.6261,Li2.1667Ni0.1667Sb1.0Ti0.8333P3O12,9.055562,0.02563439151345896
Li0.1130Ni0.0261Sb0.0348Ti0.0435P0.1565O0.6261,Li2.1667Ni0.5Sb0.6667Ti0.8333P3O12,14.255389,0.0017184578843724649
Li0.1130Ni0.0348Sb0.0261Ti0.0435P0.1565O0.6261,Li2.1667Ni0.6667Sb0.5Ti0.8333P3O12,14.255389,0.0021467731556078355
Li0.1130Ni0.0522Sb0.0087Ti0.0435P0.1565O0.6261,Li2.1667Ni1.0Sb0.1667Ti0.8333P3O12,13.373692,0.03418753875546547
Li0.1130Ni0.0609Sb0.0000Ti0.0435P0.1565O0.6261,Li2.1667Ni1.1667Sb0.0Ti0.8333P3O12,13.441338,
Li0.1207Ni0.0000Sb0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.0Sb1.3333Ti0.6667P3O12,9.055562,
Li0.1207Ni0.0172Sb0.0517Ti0.0345P0.1552O0.6207,Li2.3333Ni0.3333Sb1.0Ti0.6667P3O12,9.055562,0.052441149527212884
Li0.1207Ni0.0259Sb0.0431Ti0.0345P0.1552O0.6207,Li2.3333Ni0.5Sb0.8333Ti0.6667P3O12,14.255389,0.0016097926605417683
Li0.1207Ni0.0431Sb0.0259Ti0.0345P0.1552O0.6207,Li2.3333Ni0.8333Sb0.5Ti0.6667P3O12,14.299915,0.00233671941511817
Li0.1207Ni0.0517Sb0.0172Ti0.0345P0.1552O0.6207,Li2.3333Ni1.0Sb0.3333Ti0.6667P3O12,14.317192,0.054382519970266135
Li0.1207Ni0.0690Sb0.0000Ti0.0345P0.1552O0.6207,Li2.3333Ni1.3333Sb0.0Ti0.6667P3O12,13.441338,
Li0.1282Ni0.0000Sb0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.0Sb1.5Ti0.5P3O12,9.055562,
Li0.1282Ni0.0085Sb0.0684Ti0.0256P0.1538O0.6154,Li2.5Ni0.1667Sb1.3333Ti0.5P3O12,9.055562,0.033976561716294165
Li0.1282Ni0.0171Sb0.0598Ti0.0256P0.1538O0.6154,Li2.5Ni0.3333Sb1.1667Ti0.5P3O12,9.055562,0.057832978525512356
Li0.1282Ni0.0256Sb0.0513Ti0.0256P0.1538O0.6154,Li2.5Ni0.5Sb1.0Ti0.5P3O12,14.255389,0.078475983463802
Li0.1282Ni0.0342Sb0.0427Ti0.0256P0.1538O0.6154,Li2.5Ni0.6667Sb0.8333Ti0.5P3O12,14.255389,0.0018299481055641614
Li0.1282Ni0.0427Sb0.0342Ti0.0256P0.1538O0.6154,Li2.5Ni0.8333Sb0.6667Ti0.5P3O12,14.299915,0.002128522620862942
Li0.1282Ni0.0513Sb0.0256Ti0.0256P0.1538O0.6154,Li2.5Ni1.0Sb0.5Ti0.5P3O12,14.299915,0.07299204443837758
Li0.1282Ni0.0598Sb0.0171Ti0.0256P0.1538O0.6154,Li2.5Ni1.1667Sb0.3333Ti0.5P3O12,14.317192,0.0581039230506284
Li0.1282Ni0.0684Sb0.0085Ti0.0256P0.1538O0.6154,Li2.5Ni1.3333Sb0.1667Ti0.5P3O12,13.441338,0.03881220146187738
Li0.1282Ni0.0769Sb0.0000Ti0.0256P0.1538O0.6154,Li2.5Ni1.5Sb0.0Ti0.5P3O12,13.441338,
Li0.1356Ni0.0000Sb0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.0Sb1.6667Ti0.3333P3O12,9.055562,
Li0.1356Ni0.0085Sb0.0763Ti0.0169P0.1525O0.6102,Li2.6667Ni0.1667Sb1.5Ti0.3333P3O12,9.055562,0.03912762801407179
Li0.1356Ni0.0254Sb0.0593Ti0.0169P0.1525O0.6102,Li2.6667Ni0.5Sb1.1667Ti0.3333P3O12,14.255389,0.08729847556958845
Li0.1356Ni0.0339Sb0.0508Ti0.0169P0.1525O0.6102,Li2.6667Ni0.6667Sb1.0Ti0.3333P3O12,14.255389,0.10780343245950998
Li0.1356Ni0.0508Sb0.0339Ti0.0169P0.1525O0.6102,Li2.6667Ni1.0Sb0.6667Ti0.3333P3O12,14.299915,0.08924334272935074
Li0.1356Ni0.0593Sb0.0254Ti0.0169P0.1525O0.6102,Li2.6667Ni1.1667Sb0.5Ti0.3333P3O12,14.299915,0.07719827107011015
Li0.1356Ni0.0763Sb0.0085Ti0.0169P0.1525O0.6102,Li2.6667Ni1.5Sb0.1667Ti0.3333P3O12,13.441338,0.04277427635648928
Li0.1356Ni0.0847Sb0.0000Ti0.0169P0.1525O0.6102,Li2.6667Ni1.6667Sb0.0Ti0.3333P3O12,13.38264,
Li0.1429Ni0.0000Sb0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.0Sb1.8333Ti0.1667P3O12,12.787092,
Li0.1429Ni0.0168Sb0.0756Ti0.0084P0.1513O0.6050,Li2.8333Ni0.3333Sb1.5Ti0.1667P3O12,12.787092,0.07830186838211806
Li0.1429Ni0.0252Sb0.0672Ti0.0084P0.1513O0.6050,Li2.8333Ni0.5Sb1.3333Ti0.1667P3O12,16.207169,0.10572931852878464
Li0.1429Ni0.0420Sb0.0504Ti0.0084P0.1513O0.6050,Li2.8333Ni0.8333Sb1.0Ti0.1667P3O12,16.251694,0.14759071544855698
Li0.1429Ni0.0504Sb0.0420Ti0.0084P0.1513O0.6050,Li2.8333Ni1.0Sb0.8333Ti0.1667P3O12,16.251694,0.11115944250366533
Li0.1429Ni0.0672Sb0.0252Ti0.0084P0.1513O0.6050,Li2.8333Ni1.3333Sb0.5Ti0.1667P3O12,16.31934,0.08621108025719912
Li0.1429Ni0.0756Sb0.0168Ti0.0084P0.1513O0.6050,Li2.8333Ni1.5Sb0.3333Ti0.1667P3O12,16.336617,0.0707535336914184
Li0.1429Ni0.0924Sb0.0000Ti0.0084P0.1513O0.6050,Li2.8333Ni1.8333Sb0.0Ti0.1667P3O12,15.33442,
Li0.1500Ni0.0000Sb0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.0Sb2.0Ti0.0P3O12,16.133144,
Li0.1500Ni0.0083Sb0.0917Ti0.0000P0.1500O0.6000,Li3.0Ni0.1667Sb1.8333Ti0.0P3O12,16.133144,
Li0.1500Ni0.0167Sb0.0833Ti0.0000P0.1500O0.6000,Li3.0Ni0.3333Sb1.6667Ti0.0P3O12,16.133144,
Li0.1500Ni0.0250Sb0.0750Ti0.0000P0.1500O0.6000,Li3.0Ni0.5Sb1.5Ti0.0P3O12,19.553226,
Li0.1500Ni0.0333Sb0.0667Ti0.0000P0.1500O0.6000,Li3.0Ni0.6667Sb1.3333Ti0.0P3O12,19.553226,
Li0.1500Ni0.0417Sb0.0583Ti0.0000P0.1500O0.6000,Li3.0Ni0.8333Sb1.1667Ti0.0P3O12,19.59775,
Li0.1500Ni0.0500Sb0.0500Ti0.0000P0.1500O0.6000,Li3.0Ni1.0Sb1.0Ti0.0P3O12,19.59775,
Li0.1500Ni0.0583Sb0.0417Ti0.0000P0.1500O0.6000,Li3.0Ni1.1667Sb0.8333Ti0.0P3O12,19.59775,
Li0.1500Ni0.0667Sb0.0333Ti0.0000P0.1500O0.6000,Li3.0Ni1.3333Sb0.6667Ti0.0P3O12,19.665396,
Li0.1500Ni0.0750Sb0.0250Ti0.0000P0.1500O0.6000,Li3.0Ni1.5Sb0.5Ti0.0P3O12,19.665396,
Li0.1500Ni0.0833Sb0.0167Ti0.0000P0.1500O0.6000,Li3.0Ni1.6667Sb0.3333Ti0.0P3O12,19.623974,
Li0.1500Ni0.0917Sb0.0083Ti0.0000P0.1500O0.6000,Li3.0Ni1.8333Sb0.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Sb0.0000Ti0.0000P0.1500O0.6000,Li3.0Ni2.0Sb0.0Ti0.0P3O12,18.680473,
Li0.0556Ni0.0000Sc0.0000Ti0.1111P0.1667O0.6667,Li1.0Ni0.0Sc0.0Ti2.0P3O12,7.7087817,
